Num;Referencia;Requisito;Documento;NFR
495;GES-495;The user shall be able to renumber the bridge key identifier and have the change made globally. This functionality shall be restricted depending on the user privilege.;2005 - pontis.pdf;Funcional
496;GES-496;The user shall be able to create a new inspection by copying a previous inspection.;2005 - pontis.pdf;Funcional
497;GES-497;The user shall be able to create a new inspection.;2005 - pontis.pdf;Funcional
498;GES-498;The user shall be able to identify and select any previous inspection as the source for the copy action. The selection can be made by combination of date, inspection type, inspector, or inspection control group.;2005 - pontis.pdf;Funcional
499;GES-499;The system shall have a short-form interface for inspection data entry with specifics of design and functionality to be determined as part of the technical design.;2005 - pontis.pdf;Funcional
500;GES-500;The user shall have the option to copy the notes from previous inspection when creating a new inspection;2005 - pontis.pdf;Funcional
501;GES-501;The user shall be able to add new elements to the structure.;2005 - pontis.pdf;Funcional
502;GES-502;The user shall be able to edit all the NBI data;2005 - pontis.pdf;Funcional
503;GES-503;Changes to calculated results such as Sufficiency Rating or NBI Appraisal Ratings will be prohibited except for secured, privileged user.;2005 - pontis.pdf;Funcional
504;GES-504;The user shall be able to edit element inspection data.;2005 - pontis.pdf;Funcional
505;GES-505;The user shall be able to edit the bridge inventory items excluding the dependent/derived values (i.e., the appraisal ratings that are calculated automatically);2005 - pontis.pdf;Funcional
506;GES-506;The user shall be able to edit inspection and structure notes.;2005 - pontis.pdf;Funcional
507;GES-507;The system shall be capable of storing notes in plain text and XML, and shall maximize the notes field size. The user shall be capable of setting the size of the notes field.;2005 - pontis.pdf;Funcional
508;GES-508;The user shall be able to create and edit work recommendations. The system shall be capable of estimating quantity for bridge type work recommendations.;2005 - pontis.pdf;Funcional
509;GES-509;The user shall be able to enter and update inspection planning information (i.e., frequency of regular and special inspections and estimated resource requirements).;2005 - pontis.pdf;Funcional
510;GES-510;The user shall be able to link and manage multimedia files.;2005 - pontis.pdf;Funcional
511;GES-511;The system shall provide an inspection scheduling tool.;2005 - pontis.pdf;Funcional
512;GES-512;The system shall provide the capability to “lock down” an inspection record once signed and sealed to prevent deletion or modification.;2005 - pontis.pdf;Funcional
513;GES-513;Privileged users shall be able to delete an existing inspection unless it is “locked down”;2005 - pontis.pdf;Funcional
514;GES-514;The user shall be able to sort the element data by unit number, environment, and quantity.;2005 - pontis.pdf;Funcional
515;GES-515;The user shall be able to view all data from any two inspections, for a single bridge, in a tiled presentation for easy comparison. The presentation (view/report) shall clearly highlight the difference between two inspections.;2005 - pontis.pdf;Funcional
516;GES-516;The system shall provide a configurable tracking mechanism to ensure that a set of screens and data fields have been reviewed and approved during the course of an inspection;2005 - pontis.pdf;Funcional
517;GES-517;The system shall be capable of calculating NBI condition ratings;2005 - pontis.pdf;Funcional
518;GES-518;The system shall be capable of calculating and storing bridge Sufficiency Rating.;2005 - pontis.pdf;Funcional
519;GES-519;The system shall be capable of calculating appraisal ratings.;2005 - pontis.pdf;Funcional
520;GES-520;The system shall be capable of calculating Structurally Deficient/Functionally Obsolete (SD/FO) status;2005 - pontis.pdf;Funcional
521;GES-521;The ability of the user to update the calculated ratings and status in the database shall be a controlled privilege. Agencies may optionally exclude/prohibit direct edits to the calculated inspection results such as the NBI translator output. The agency shall therefore be able to enforce strict use of calculated translator results for calculating NBI condition ratings.;2005 - pontis.pdf;Funcional
522;GES-522;The system shall be capable of prompting users when the dependent fields for ratings are changed and offer the user option to recalculate the ratings.;2005 - pontis.pdf;Funcional
523;GES-523;The system administrator shall be able to configure the recalculation behavior of the derived data. The options shall include 1) do nothing, 2) alert user that recalculation is required and give option to recalculate before update/save, and 3) recalculate silently with no confirmation prompt when user saves the inspection.;2005 - pontis.pdf;Funcional
524;GES-524;The system shall eliminate any and all dependencies on workstation (user) control/parameter files for program operation.;2005 - pontis.pdf;Funcional
525;GES-525;The system shall be capable of updating the transition probabilities for preservation actions based on expert elicitations.;2005 - pontis.pdf;Funcional
526;GES-526;The system shall be capable of creating cost and deterioration elicitation records for Pontis users.;2005 - pontis.pdf;Funcional
527;GES-527;The system shall be capable of updating preservation action costs based on expert elicitations.;2005 - pontis.pdf;Funcional
528;GES-528;The system shall be capable of updating transition probabilities for donothing actions based on historical inspection data;2005 - pontis.pdf;Funcional
529;GES-529;The user shall be able to edit the cost and deterioration models through the GUI and immediately see the impact on model recommendations.;2005 - pontis.pdf;Funcional
530;GES-530;The system shall be capable of using the transition probabilities and preservation action costs to develop an optimal preservation policy as detailed in the Pontis Technical Manual.;2005 - pontis.pdf;Funcional
531;GES-531;The system shall be capable of restoring the previous action costs, transition probabilities, and preservation policy.;2005 - pontis.pdf;Funcional
532;GES-532;The system shall be capable of supporting multiple cost and deterioration models.;2005 - pontis.pdf;Funcional
533;GES-533;The system shall be capable of incorporating Health Index targets in a preservation (short-term) model;2005 - pontis.pdf;Funcional
534;GES-534;The system shall streamline the model generation process;2005 - pontis.pdf;Funcional
535;GES-535;The system shall be capable of determining the long-term cost of achieving an average health index target for one or more structure(s), broken down by elements, element categories, for the entire structure.;2005 - pontis.pdf;Funcional
536;GES-536;The user shall be able to specify the characteristics of the simulation, including the simulation timeframe, various thresholds for the simulation, the project types included in the simulation, the needs addressed, and the annual budget for the simulation.;2005 - pontis.pdf;Funcional
537;GES-537;The user shall be able to update the unit costs and the policy standards governing the improvement model.;2005 - pontis.pdf;Funcional
538;GES-538;The user shall be able to modify the technical parameters governing the simulation, including the parameters of the improvement model and the simulation rules.;2005 - pontis.pdf;Funcional
539;GES-539;The user shall be able to select the structural elements to be included in the simulation.;2005 - pontis.pdf;Funcional
540;GES-540;The system shall be capable of running a program simulation for a selected set of structures and storing the simulation results in the Pontis database;2005 - pontis.pdf;Funcional
541;GES-541;The user shall be able to choose from Pontis-generated work recommendations, inspector work candidates, and user-defined work items to include in the bridge simulation for a structure.;2005 - pontis.pdf;Funcional
542;GES-542;The system shall be capable of running bridge analysis for a single structure and storing the simulation results in the Pontis database.;2005 - pontis.pdf;Funcional
543;GES-543;The system shall provide a Bridge Analysis Dashboard that will allow the user to choose work items for a structure and the timing of the work, view the impact of the work on the condition of the structure, assign the work candidates to a project, and perform life-cycle cost analysis for the structure;2005 - pontis.pdf;Funcional
544;GES-544;The user shall be able to create new programs by manually entering program information.;2005 - pontis.pdf;Funcional
545;GES-545;The user shall be able to edit or delete existing programs.;2005 - pontis.pdf;Funcional
546;GES-546;The user shall be able to create new projects by manually entering the project information.;2005 - pontis.pdf;Funcional
547;GES-547;The user shall be able to edit or delete existing projects.;2005 - pontis.pdf;Funcional
548;GES-548;The user shall be able assign Pontis-generated work recommendations, inspector work candidates, and user-specified work items to a project, or remove work items from a project.;2005 - pontis.pdf;Funcional
549;GES-549;The user shall be able to split a project into multiple projects and combine multiple projects into a master project.;2005 - pontis.pdf;Funcional
550;GES-550;The user shall be able to edit the characteristics of multiple projects simultaneously (batch update).;2005 - pontis.pdf;Funcional
551;GES-551;The user shall be able to edit the data stored in the Project Planning tables through the GUI.;2005 - pontis.pdf;Funcional
552;GES-552;The system shall be capable of tracking and linking funding levels and project budgets. The system shall warn users if the project budget exceeds funding.;2005 - pontis.pdf;Funcional
553;GES-553;The system shall be capable of grouping work candidates by different action types – bridge-level, element-level, and flexible-level actions.;2005 - pontis.pdf;Funcional
554;GES-554;The system shall be capable of performing single-field and cross-field validation on NBI data items in batch mode.;2005 - pontis.pdf;Funcional
555;GES-555;The user shall be able to exchange data in NBI format, PDI format and XML format.;2005 - pontis.pdf;Funcional
556;GES-556;The user shall be able to archive data for existing and removed structures. ;2005 - pontis.pdf;Funcional
557;GES-557;The system shall store all export/import control information within the database for central administration, eliminating any dependency on workstation control files to manage export/import behavior;2005 - pontis.pdf;Funcional
558;GES-558;The system shall strictly separate transient or volatile batch operation control records – e.g. bridge records to be included in a report – from more static control record – e.g. currently checked-out bridges.;2005 - pontis.pdf;Funcional
559;GES-559;The user shall be able to archive data for existing and removed structures.;2005 - pontis.pdf;Funcional
560;GES-560;A selection/filter capability shall be provided to restrict operations on active, inactive, or all structures during any data archiving activity.;2005 - pontis.pdf;Funcional
561;GES-561;The system shall provide reporting mechanism for viewing archived data.;2005 - pontis.pdf;Funcional
562;GES-562;The user shall be able to restore the archived data.;2005 - pontis.pdf;Funcional
563;GES-563;The system shall use timestamps in the database to log when rows were last changed;2005 - pontis.pdf;Funcional
564;GES-564;The administrator shall be able to create and edit new application roles;2005 - pontis.pdf;Funcional
565;GES-565;The system shall provide user interface for managing application roles.;2005 - pontis.pdf;Funcional
566;GES-566;The administrator shall be able to assign users to application roles.;2005 - pontis.pdf;Funcional
567;GES-567;The administrator shall be able to assign application permissions to each user roles;2005 - pontis.pdf;Funcional
568;GES-568;The administrator shall be able to add new users to the system.;2005 - pontis.pdf;Funcional
569;GES-569;The user shall be able to modify his or her basic account profile.;2005 - pontis.pdf;Funcional
570;GES-570;The administrator shall be able to create bridge-level access filters.;2005 - pontis.pdf;Funcional
571;GES-571;The administrator shall be able to assign bridge-level filters for each user.;2005 - pontis.pdf;Funcional
572;GES-572;The administrator shall be able to remove users from the system or disable access as appropriate.;2005 - pontis.pdf;Funcional
573;GES-573;The system shall be capable of validating user name and password during log-in process.;2005 - pontis.pdf;Funcional
574;GES-574;The system shall be capable of authorizing access to Pontis functionalities depending on the user’s privileges during log-in process.;2005 - pontis.pdf;Funcional
575;GES-575;The system shall be capable of tracking login and logout activity.;2005 - pontis.pdf;Funcional
576;GES-576;The system shall be capable of running concurrent sessions for a user.;2005 - pontis.pdf;Funcional
577;GES-577;The administrator shall be able to configure the system units of measure in either English or metric mode. This will be a permanent setting for the application and database;2005 - pontis.pdf;Funcional
578;GES-578;The administrator shall be able to configure the values in the dropdown lists in the system.;2005 - pontis.pdf;Funcional
579;GES-579;The administrator shall be able to create agency-specific elements, including element definitions, condition states, actions, models and other related information.;2005 - pontis.pdf;Funcional
580;GES-580;The administrator shall be able to add custom structure lists.;2005 - pontis.pdf;Funcional
581;GES-581;The administrator shall be able to configure definitions of element types, environments, materials, and categories;2005 - pontis.pdf;Funcional
582;GES-582;The administrator shall be able to add custom project lists.;2005 - pontis.pdf;Funcional
583;GES-583;The administrator shall be able to configure default values for various scenario parameters.;2005 - pontis.pdf;Funcional
584;GES-584;The administrator shall be able to configure customizable options that affect system operations.;2005 - pontis.pdf;Funcional
585;GES-585;The system shall validate all configuration options to verify proper program operation, including explicit identification of any potentially conflicting program options.;2005 - pontis.pdf;Funcional
586;GES-586;Configuration option validation shall be supported by a built-in diagnostic report.;2005 - pontis.pdf;Funcional
587;GES-587;The administrator shall be able to configure the labels of user interface items and screen displays.;2005 - pontis.pdf;Funcional
588;GES-588;The system shall provide an interface to communicate with an external service or third-party software.;2005 - pontis.pdf;Funcional
589;GES-589;The system shall provide application administrators with a secured tool for overriding bridge/project check-out status.;2005 - pontis.pdf;Funcional
590;GES-590;The system shall provide application administrators with a secured tool for clearing batch processing tables used by the system for deadlock/lockout resolution.;2005 - pontis.pdf;Funcional
591;GES-591;The system shall provide a fixed set of predefined, secured, administration reports to document users, user roles, application privileges, user login sessions, checked-out bridges, and other key information necessary to manage application operation.;2005 - pontis.pdf;Funcional
592;GES-592;The application should look and feel consistent in the web and standalone operating environments, therefore it will conform to standard .NET standalone and web application conventions with necessary accommodations for the deployment environment only where these prove necessary and appropriate.;2005 - pontis.pdf;No funcional
593;GES-593;The system developer shall consider supporting existing custom forms and reports developed in PowerBuilder 9.;2005 - pontis.pdf;No funcional
594;GES-594;The Pontis 5.0 repository must be able to store: 50000 bridges;2005 - pontis.pdf;No funcional
595;GES-595;The Pontis 5.0 repository must be able to store: 30 inspections per bridge;2005 - pontis.pdf;No funcional
596;GES-596;The Pontis 5.0 repository must be able to store: 50 work recommendations per bridge average;2005 - pontis.pdf;No funcional
597;GES-597;The Pontis 5.0 repository must be able to store: 20 scenarios;2005 - pontis.pdf;No funcional
598;GES-598;The Pontis 5.0 repository must be able to store: 50000 projects;2005 - pontis.pdf;No funcional
599;GES-599;The Pontis 5.0 repository must be able to store: 500 registered users, 25 simultaneous;2005 - pontis.pdf;No funcional
600;GES-600;The Pontis 5.0 repository must be able to store: 150 Simultaneous View-only Users ;2005 - pontis.pdf;No funcional
601;GES-601;The Pontis 5.0 repository must be able to store: 2 batch (offline processing);2005 - pontis.pdf;No funcional
602;GES-602;Login / logout shall take 2 seconds or less;2005 - pontis.pdf;No funcional
603;GES-603;Create a new bridge record shall take 3 seconds or less;2005 - pontis.pdf;No funcional
604;GES-604;The application shall be available for use 18 hours per day, 353 days per year, reserving 6 hours per day and one day per month for routine agency network and infrastructure maintenance. During normal times of operation, Pontis shall achieve 98 percent up time.;2005 - pontis.pdf;No funcional
605;GES-605;The THEMAS system shall control t he heating and cooling units that are defined as part of the THEMAS system. The definitions of the individual heating and cooling systems reside in an initialization file. The system shall read this file and the definitions shall be derived from the initialization data in the file.;1998 - themas.pdf;Funcional
606;GES-606;The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system. Ther e is one heating and cooling unit that corresponds to one thermostat in each of four quadrants on each of three floors of the office building.;1998 - themas.pdf;Funcional
607;GES-607;Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system. This procedure will load these definitions into the THEMAS software.;1998 - themas.pdf;Funcional
608;GES-608;Each quadrant of each floor shall have a thermostat which is to be used to provide temperature data to the THEMAS system.;1998 - themas.pdf;Funcional
609;GES-609;The initialization file shall contain a unique identifier for each thermostat that the system is to monitor. These identifiers shall be read from the initialization file and loaded into the THEMAS system during the initialization process.;1998 - themas.pdf;Funcional
610;GES-610;There shall be a maximum number of heating or cooling units that can be on at any given time. This procedure loads the maximum number of concurrently running units allowed.;1998 - themas.pdf;Funcional
611;GES-611;The maximum number of heating or cooling units that can run concurrently shall reside in an initialization file. The maximum number of concurrently running units shall be read from the initialization file and stored in the THEMAS system.;1998 - themas.pdf;Funcional
612;GES-612;The trigger value is used in combination with the current temperature to determine when a heating or cooling unit shall be turned on or off.;1998 - themas.pdf;Funcional
613;GES-613;When the THEMAS system is initialized, it shall first turn off all the heating and cooling units. Then , it shall check all the thermostats and determine if any thermostat’s settings require a heating or cooling unit to be turned on back on.;1998 - themas.pdf;Funcional
614;GES-614;The THEMAS system shall ensure the temperature reported by a given thermostat shall not exceed a maximum deviation value of 3 degrees Fahrenheit.;1998 - themas.pdf;Funcional
615;GES-615;The THEMAS system shall only respond to temperatures from the thermostats that are within the specified valid range.;1998 - themas.pdf;Funcional
616;GES-616;"The THEMAS system shall only respond to temperatures that are within a reasonable value.";1998 - themas.pdf;Funcional
617;GES-617;The valid temperature range value shall reside in an initialization file. This procedure shall read the initialization file and establish the valid temperature range from the data in it.;1998 - themas.pdf;Funcional
618;GES-618;The THEMAS system shall determine when a reported temperature or a changed temperature setting exceeds the limits set by the overtemperature values. Temperatures that exceed the overtemperature limits shall be reported as such. Temperatures that do not exceed these limits shall be output for subsequent processing.;1998 - themas.pdf;Funcional
619;GES-619;The THEMAS system shall compare the reported temperature value to the temperature setting and detect when the temperature value exceeds the specified limits.;1998 - themas.pdf;Funcional
620;GES-620;When the current temperature value exceeds the current temperature setting by a pre -defined amount, the THEMAS system shall activate the appropriate heating or cooling unit.;1998 - themas.pdf;Funcional
621;GES-621;There are two conditions for each individual thermostat that shall be tested for: 1) the thermostat’s settings are satisfied and 2) the thermostat’s temperature indica tes it requires a heating or cooling unit to be turned on.;1998 - themas.pdf;Funcional
622;GES-622;The THEMAS system shall control each of the heating and cooling units that are defined for the system. The THEMAS system shall limit the number of heating or cooling units t hat may be running simultaneously.;1998 - themas.pdf;Funcional
623;GES-623;The THEMAS system shall maintain the ON/OFF status of each heating and cooling unit.;1998 - themas.pdf;Funcional
624;GES-624;When a request to turn on a heating or cooling unit is received, the system shall determine if the request can be honored. If the maximum number of heating or cooling units is already running, the request will be added to a LIFO queue. If the maximum number of heating or cooling units is not running, this process will generate a request to turn on the requested unit.;1998 - themas.pdf;Funcional
625;GES-625;When a request to turn off a heating or cooling unit is received, this process shall check the queue of waiting heating and cooling requests. If the queue is not empty, this process shall remove one request from the LIFO queue and check the current state of the thermostat for which the queued request was made. If that thermostat still needs a heating o r cooling unit turned on, this process shall submit a request to turn that unit on.;1998 - themas.pdf;Funcional
626;GES-626;When a request for a heating unit or cooling to be turned is denied, an event shall be generated and the THEMAS system shall record that event. The information in these events will be used for creating statistical reports.;1998 - themas.pdf;Funcional
627;GES-627;The THEMAS system shall control the heating and cooling units that are designated as part of the THEMAS system.;1998 - themas.pdf;Funcional
628;GES-628;When a request to turn on or off a heating or cooling unit is made, this process shall generate the appropriate request to carry out that request. This request shall include the designation of the heating or cooling unit and a flag to indicate whether that unit is to be turned on or off.;1998 - themas.pdf;Funcional
629;GES-629;Once a request to turn on or off a heating or cooling unit, the THEMAS system shall provide the necessary control signal for the unit. This control signal shall also provide an indication of the unit’s status at the requesting thermostat;1998 - themas.pdf;Funcional
630;GES-630;There are two events that shall result in an alarm condition: 1) an invalid temperature value is reported from a thermostat, or 2) the reported temperature has exceeded the defined limits. This process shall determine which alarm event is to be generated.;1998 - themas.pdf;Funcional
631;GES-631;When the THEMAS system detects a request for an alarm, this process shall detect which of the two alarms are being requested.;1998 - themas.pdf;Funcional
632;GES-632;If the system detects an invalid temperature, this process shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer. Each beep shall have a three - quarter second duration. This series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.;1998 - themas.pdf;Funcional
633;GES-633;If the system detects a temperature limit has been exceeded, this process shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer. Each beep shall have a one-half second duration. This series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.;1998 - themas.pdf;Funcional
634;GES-634;Each time an alarm is requested, an alarm event shall be recorded. This event shall be used to provide operational and statistical reports about the system.;1998 - themas.pdf;Funcional
635;GES-635;For each event that is generated, the THEMAS system shall identify each event and generate the appropriate event data.;1998 - themas.pdf;Funcional
636;GES-636;When an event occurs, the THEMAS system shall identify the event type and format an appropriate event message.;1998 - themas.pdf;Funcional
637;GES-637;The THEMAS system shall provide the supervisor a mechanism to change the temperature setting of any of the thermostats in the system.;1998 - themas.pdf;Funcional
638;GES-638;The supervisor’s interface shall display the available thermostats and their individual current temperature settings.;1998 - themas.pdf;Funcional
639;GES-639;The supervisor shall be able to select one of the thermostats and select a value for the current temperature from a list of valid temperatures.;1998 - themas.pdf;Funcional
640;GES-640;The THEMAS shall provide the ability for the supervisor to select between two different types of reports: 1) the operational history of the THEMAS system for the past twelve months and 2) a statistical summary for any selected mont h.;1998 - themas.pdf;Funcional
641;GES-641;For each roadway network it maintains, the Center shall provide the following information. 1. Network identifier 2. Network name 3. Number of links in the network 4. Number of nodes in the network 5. List of link data 6. List of node data;2001 - ctc network.pdf;Funcional
642;GES-642;The Center shall provide the following link information: 1. Link identifier 2. Link name 3. Road number 4. Link type 5. Link type description 6. Start node (see below for node information) 7. End node (see below for node information) 8. Direction 9. Length 10. Capacity 11. Speed limit 12. Speed limit truck 13. Number of lanes;2001 - ctc network.pdf;Funcional
643;GES-643;The Center shall provide the following node information: 1. Node identifier 2. Node name 3. Node jurisdiction 4. Owner 5. Latitude/longitude 6. Type of node (i.e., intersection or bridge) 7. Node type description 8. Number of links;2001 - ctc network.pdf;Funcional
644;GES-644;For each link defined within the Center: 1. Network identifier 2. Link identifier 3. Data type 4. Data type description 5. Delay 6. Travel time 7. Volume 8. Speed 9. Density 10. Occupancy;2001 - ctc network.pdf;Funcional
645;GES-645;The Center shall support the following information about each incident: 1. Network identifier 2. Incident ID 3. Incident description 4. Roadway 5. Cross street 6. Latitude/longitude 7. Link identifier 8. Direction 9. Status 10. Update Type 11. Affected lanes 12. Classification 13. Severity 14. Incident type 15. Incident type description 16. Road conditions 17. Weather 18. Confirmed date & time 19. Cleared date & time;2001 - ctc network.pdf;Funcional
646;GES-646;The Center shall support the following information about each lane closure: 1. Network identifier 2. Lane closure ID 3. Closure description 4. Starting roadway 5. Starting cross street 6. Latitude/longitude of starting location 7. Ending roadway 8. Ending cross street 9. Latitude/longitude of ending location 10. Direction of roadway 11. Link identifier 12. Current status 13. Update type 14. Affected lanes 15. Lane closure source 16. Contact 17. Days closed 18. Start time of day 19. End time of day 20. Start date of series 21. End date of series;2001 - ctc network.pdf;Funcional
647;GES-647;The system shall support Dynamic Message Sign data transmission ;2001 - ctc network.pdf;Funcional
648;GES-648;The Center shall provide the following status information about each Dynamic Message Sign: 1. Network Identifier 2. DMS Identifier 3. DMS Name 4. Location (latitude/longitude) 5. Sign Geometry (row/column) 6. Status (online/offline) 7. Current message (MULTI string) 8. Beacons (on/off);2001 - ctc network.pdf;Funcional
649;GES-649;To support Dynamic Message Sign control in other centers, the Center shall be able to support the following device control command for a DMS: 1. Network identifier 2. DMS Identifier 3. Username 4. Password 5. Beacons (on/off) 6. Immediate message (MULTI string);2001 - ctc network.pdf;Funcional
650;GES-650;The system shall support Lane Control Signal data transmission ;2001 - ctc network.pdf;Funcional
651;GES-651;The Center shall support the following status information about each Lane Control Signal: 1. Network identifier 2. LCS identifier 3. LCS name 4. Location (latitude/longitude) 5. Geometry (number of heads) 6. Head capabilities 7. Status 8. Current pattern;2001 - ctc network.pdf;Funcional
652;GES-652;To support LCS control in other centers, the Center shall be able to support the following device control command for a LCS: 1. Network Identifier 2. LCS Identifier 3. Username 4. Password 5. Signal Pattern;2001 - ctc network.pdf;Funcional
653;GES-653;The Center shall provide the following information status information about each Closed Circuit Television: 1. Network identifier 2. CCTV identifier 3. CCTV name 4. Location (latitude/longitude) 5. Status (online/offline) 6. Locked/unlocked 7. Lock holder (if locked) 8. Supported directions 9. Current direction 10. Current preset position 11. Current pan 12. Current tilt 13. Current zoom 14. Current focus 15. Current iris;2001 - ctc network.pdf;Funcional
654;GES-654;To support Closed Circuit Television control in other centers, the Center shall be able to support the following CCTV control request: 1. Network identifier 2. CCTV Identifier 3. Username 4. Password 5. CCTV request (one of the following): ß Lock camera ß Set direction ß Set preset ß Set absolute (pan/tilt/zoom/focus/iris) ß Stop offset (pan/tilt/zoom/focus/iris);2001 - ctc network.pdf;Funcional
655;GES-655;To support video snapshots, the Center shall be able to support the following status information: 1. Network identifier 2. CCTV Identifier 3. CCTV Name 4. Status 5. Current camera direction 6. Size of snapshot 7. Video snapshot (in JPEG format);2001 - ctc network.pdf;Funcional
656;GES-656;To support Closed Circuit Television switching in other centers, the Center shall be able to support the following CCTV switching command: 1. Network identifier (owner of CCTV) 2. Username 3. Password 4. Video channel input identifier 5. Video channel output identifier;2001 - ctc network.pdf;Funcional
657;GES-657;The Center shall support the following status information about each ramp meter: 1. Network identifier (owner of ramp meter) 2. Ramp Meter Identifier 3. Ramp Meter Name 4. Location (latitude/longitude) 5. Status 6. Status Source 7. Plan 8. Cycle Time;2001 - ctc network.pdf;Funcional
658;GES-658;To support Ramp Meter control in other centers, the Center shall be able to support the following device control command for a ramp meter: 1. Network identifier (owner of ramp meter) 2. Ramp Meter Identifier 3. Username 4. Password 5. Plan 6. Duration;2001 - ctc network.pdf;Funcional
659;GES-659;The system shall support Closed Circuit Television data transmission ;2001 - ctc network.pdf;Funcional
660;GES-660;The system shall support  Highway Advisory Radio data transmission ;2001 - ctc network.pdf;Funcional
661;GES-661;The Center shall support the following status information about each  Highway Advisory Radio: 1. Network identifier (owner of HAR) 2. HAR Identifier 3. HAR Name 4. Location (latitude/longitude) 5. Status 6. Current Message 7. Current Message Text;2001 - ctc network.pdf;Funcional
662;GES-662;To support  Highway Advisory Radio control in other centers, the Center shall be able to support the following device control command for a HAR: 1. Network identifier (owner of HAR) 2. HAR Identifier 3. Username 4. Password 5. Message 6. Message Text 7. Duration;2001 - ctc network.pdf;Funcional
663;GES-663;The Center shall support the following status information about each Traffic Signal: 1. Network identifier (owner of traffic signal) 2. Traffic Signal Identifier 3. Traffic Signal Name 4. Location (latitude/longitude) 5. Status 6. Status Source 7. State 8. Failure State 9. Plan 10. Plan Expiration 11. Signal Preemption;2001 - ctc network.pdf;Funcional
664;GES-664;To support Traffic Signal control in other centers, the Center shall be able to support the following device control command for a Traffic Signal: 1. Network identifier (owner of traffic signal) 2. Traffic Signal Identifier 3. Username 4. Password 5. Traffic Signal Plan Identifier 6. Duration;2001 - ctc network.pdf;Funcional
665;GES-665;The system shall support Environmental Sensor Station data transmission ;2001 - ctc network.pdf;Funcional
666;GES-666;The Center shall support the following status information about each Environmental Sensor Station: 1. Network identifier (owner of sensor) 2. Environmental Sensor Identifier 3. Environmental Sensor Name 4. Type 5. Location (latitude/longitude) 6. Status 7. Type 8. Reading 9. Units 10. Alarm status;2001 - ctc network.pdf;Funcional
667;GES-667;The system shall support  High Occupancy Vehicle data transmission ;2001 - ctc network.pdf;Funcional
668;GES-668;The Center shall support the following status information about each High Occupancy Vehicle: 1. Network identifier (owner of HOV) 2. HOV Identifier 3. HOV Name 4. Link Identifier 5. Status 6. Failure State 7. Plan 8. State 9. Status Source 10. Occupants 11. Next Transition Time;2001 - ctc network.pdf;Funcional
669;GES-669;To support High Occupancy Vehicle Lane control in other centers, the Center shall be able to support the following device control command for a HOV Lane: 1. Network identifier (owner of HOV) 2. HOV Lane Identifier 3. Username 4. Password 5. Lane Plan 6. Duration;2001 - ctc network.pdf;Funcional
670;GES-670;The Center shall support the following status information about each Railroad Crossing: 1. Network identifier (owner of railroad Crossing) 2. Link Identifier 3. Rail Crossing Identifier 4. Rail Crossing Name 5. Location (latitude/longitude) 6. Status 7. Rail Type 8. Estimated Time for Train to Clear of Intersection 9. Estimated Minutes to Train Arrival 10. Rail closing signal type;2001 - ctc network.pdf;Funcional
671;GES-671;The Center shall support the following status information about each Parking Lot: 1. Network identifier (owner of parking lot) 2. Parking Lot Identifier 3. Parking Lot Name 4. Location (latitude/longitude) 5. Status 6. Capacity 7. Utilization 8. Entrance 9. Restrictions 10. Special Capabilities;2001 - ctc network.pdf;Funcional
672;GES-672;The Center shall support the following status information about each School Zone: 1. Network identifier (owner of school zone) 2. Link Identifier 3. School Zone Identifier 4. School Zone Name 5. Location (latitude/longitude) 6. Status 7. Failure Status 8. State Plan 9. State Source;2001 - ctc network.pdf;Funcional
673;GES-673;To support School Zone control in other centers, the Center shall be able to support the following device control command for a School Zone: 1. Network identifier (owner of school zone) 2. School Zone Identifier 3. Username 4. Password 5. Plan;2001 - ctc network.pdf;Funcional
674;GES-674;The Center shall support the following status information about each Reversible Lane: 1. Network identifier (owner of reversible lane) 2. Reversible Lane Identifier 3. Reversible Lane Name 4. Link Identifier 5. Indicator Status 6. Indicator Failure State 7. Plan 8. Direction 9. Direction Transition Time 10. Status Source;2001 - ctc network.pdf;Funcional
675;GES-675;To support Reversible Lane control in other centers, the Center shall be able to support the following device control command for a Reversible Lane: 1. Network identifier (owner of reversible lane) 2. Reversible Lane Identifier 3. Username 4. Password 5. Plan 6. Duration;2001 - ctc network.pdf;Funcional
676;GES-676;To support Dynamic Lane control in other centers, the Center shall be able to support the following device control command for a Dynamic Lane: 1. Network identifier (owner of dynamic lane) 2. Dynamic Lane Identifier 3. Username 4. Password 5. Lane Plan 6. Duration;2001 - ctc network.pdf;Funcional
677;GES-677;The Center shall support the following status information about each Bus Stop: 1. Network identifier (owner of bus stop) 2. Link Identifier1 3. Relative Link Location 4. Identifier 5. Name 6. Location (Node) 7. Bus Routes 8. Frequency;2001 - ctc network.pdf;Funcional
678;GES-678;The Center shall support the following status information about each Bus Location: 1. Network identifier (owner of bus) 2. Link Identifier 3. Bus Identifier 4. Bus Name 5. Location (latitude/longitude) 6. Schedule Adherence 7. Vehicle Attributes 8. Capacity;2001 - ctc network.pdf;Funcional
